[ 2025-04-02 02:54:17,580 ] News query failed: "Unrecognized event news."
[ 2025-04-04 15:22:54,507 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 15:25:29,433 ] Retrying to obtain clipboard.
[ 2025-04-04 15:25:54,243 ] Retrying to obtain clipboard.
[ 2025-04-04 15:26:09,692 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 15:26:09,747 ] Disconnected from gameserver
[ 2025-04-04 15:27:43,847 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 15:27:44,118 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 15:27:44,168 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 15:27:44,170 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 15:27:44,184 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 15:36:28,177 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 15:36:28,218 ] Disconnected from gameserver
[ 2025-04-04 15:37:01,645 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 15:37:23,080 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 15:37:23,125 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 15:37:23,127 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 15:37:23,141 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 15:41:56,757 ] qrc:/qt/qml/qmlcomponents/qml/outfitdialog/OutfitDialog.qml:512:3: QML ColumnLayout: Layout polish loop detected for QQuickColumnLayout(0x1223094e580, parent=0x122531b25c0, geometry=0,0 724x492). Aborting after two iterations.
[ 2025-04-04 15:47:37,425 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 15:47:37,469 ] Disconnected from gameserver
[ 2025-04-04 15:47:41,273 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 15:47:41,844 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 15:47:41,886 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 15:47:41,890 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 15:47:45,975 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 15:47:46,975 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 15:47:50,546 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 15:49:57,861 ] Retrying to obtain clipboard.
[ 2025-04-04 15:52:29,675 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 15:52:29,719 ] Disconnected from gameserver
[ 2025-04-04 15:53:46,767 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 15:53:47,437 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 15:53:47,485 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 15:53:47,488 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 15:53:51,574 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 15:53:52,575 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 15:53:56,139 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 15:56:11,475 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 15:56:11,518 ] Disconnected from gameserver
[ 2025-04-04 15:57:31,440 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 15:57:31,691 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 15:57:31,731 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 15:57:31,734 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 15:57:31,748 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:09:12,175 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:09:12,223 ] Disconnected from gameserver
[ 2025-04-04 16:09:16,190 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:09:16,676 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:09:16,718 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:09:16,726 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:09:20,825 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 16:09:21,825 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:09:25,399 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:11:14,377 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:11:14,424 ] Disconnected from gameserver
[ 2025-04-04 16:11:59,762 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:12:00,000 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:12:00,049 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:12:00,051 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:12:04,125 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 16:12:05,125 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:12:09,210 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:12:52,475 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:12:52,516 ] Disconnected from gameserver
[ 2025-04-04 16:12:58,218 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:12:58,583 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:12:58,625 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:12:58,628 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:13:02,725 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 16:13:03,774 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:13:07,875 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 16:13:07,884 ] Disconnected from gameserver
[ 2025-04-04 16:13:09,015 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:13:09,062 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:13:09,063 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:13:13,175 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 16:13:14,175 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:13:18,275 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 16:13:18,278 ] Disconnected from gameserver
[ 2025-04-04 16:13:19,407 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:13:19,448 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:13:19,450 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:13:19,463 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:15:15,551 ] Retrying to obtain clipboard.
[ 2025-04-04 16:15:15,734 ] Retrying to obtain clipboard.
[ 2025-04-04 16:15:53,238 ] Retrying to obtain clipboard.
[ 2025-04-04 16:16:44,675 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:16:44,719 ] Disconnected from gameserver
[ 2025-04-04 16:16:48,584 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:16:48,938 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:16:48,983 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:16:48,985 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:16:53,075 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 16:16:54,075 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:16:58,153 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:18:04,475 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:18:04,518 ] Disconnected from gameserver
[ 2025-04-04 16:20:21,741 ] Retrying to obtain clipboard.
[ 2025-04-04 16:20:47,614 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:20:47,954 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:20:48,003 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:20:48,005 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:20:52,076 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 16:20:53,125 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:20:56,181 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:22:40,625 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:22:40,671 ] Disconnected from gameserver
[ 2025-04-04 16:23:12,009 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:23:12,359 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:23:12,402 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:23:12,406 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:23:16,475 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 16:23:17,525 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:23:20,578 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:25:41,126 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:25:41,170 ] Disconnected from gameserver
[ 2025-04-04 16:25:49,486 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:25:49,959 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:25:50,004 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:25:50,013 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:25:54,125 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 16:25:55,125 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:25:55,137 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:27:08,225 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:27:08,279 ] Disconnected from gameserver
[ 2025-04-04 16:27:11,625 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:27:12,063 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:27:12,118 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:27:12,120 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:27:16,225 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 16:27:17,275 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:27:21,375 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "Connection refused" )
[ 2025-04-04 16:27:21,377 ] Disconnected from gameserver
[ 2025-04-04 16:27:22,509 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:27:22,549 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:27:22,551 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:27:22,565 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:33:28,825 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:33:28,867 ] Disconnected from gameserver
[ 2025-04-04 16:33:42,493 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:33:43,584 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:33:43,627 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:33:43,630 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:33:43,643 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:34:08,140 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:34:10,775 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:34:10,815 ] Disconnected from gameserver
[ 2025-04-04 16:34:10,904 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:34:10,951 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Gabera Milgrau" )
[ 2025-04-04 16:34:10,956 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:34:10,971 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:34:19,799 ] Warning: Setting a new default format with a different version or profile after the global shared context is created may cause issues with context sharing.
[ 2025-04-04 16:34:19,962 ] Using spritesheet cache size of 910
[ 2025-04-04 16:34:21,040 ] Asset loading complete
[ 2025-04-04 16:34:22,049 ] QObject: Cannot create children for a parent that is in a different thread.
(Parent is QQmlEngine(0x1d3a6c59a80), parent's thread is QThread(0x1d3a3c41840), current thread is QSGRenderThread(0x1d3ac3f8930)
[ 2025-04-04 16:34:30,318 ] News query failed: "Unrecognized event news."
[ 2025-04-04 16:34:31,438 ] BattlEye: "Initialized (v1.249)"
[ 2025-04-04 16:34:31,438 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2025-04-04 16:34:31,438 ] BattlEye: "Restarting client is necessary, update required"
[ 2025-04-04 16:34:31,438 ] BattlEye: "Config entry: GameID tibia"
[ 2025-04-04 16:34:31,438 ] BattlEye: "Config entry: MasterPort 7171"
[ 2025-04-04 16:34:31,507 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Rafazkk" )
[ 2025-04-04 16:34:31,514 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:34:31,527 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:34:31,543 ] News query failed: "Unrecognized event news."
[ 2025-04-04 16:35:17,770 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:35:17,864 ] Disconnected from gameserver
[ 2025-04-04 16:35:18,164 ] News query failed: "Unrecognized event news."
[ 2025-04-04 16:35:20,782 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:35:22,347 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:35:22,394 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Testando Bastante" )
[ 2025-04-04 16:35:22,396 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:35:22,409 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:35:22,649 ] qrc:/qt/qml/qmlcomponents/qml/outfitdialog/OutfitDialog.qml:512:3: QML ColumnLayout: Layout polish loop detected for QQuickColumnLayout(0x1d3be3d9930, parent=0x1d3dfc04590, geometry=0,0 724x470). Aborting after two iterations.
[ 2025-04-04 16:35:39,707 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:35:41,575 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:35:41,618 ] Disconnected from gameserver
[ 2025-04-04 16:35:41,704 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:35:41,745 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:35:41,752 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:35:41,768 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:37:55,075 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:37:55,123 ] Disconnected from gameserver
[ 2025-04-04 16:37:55,157 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:37:56,052 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:37:56,094 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
[ 2025-04-04 16:37:56,096 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:37:56,112 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:37:58,612 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:37:58,656 ] Disconnected from gameserver
[ 2025-04-04 16:37:58,688 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:38:01,623 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:38:02,430 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:38:02,474 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Ultimo Deles" )
[ 2025-04-04 16:38:02,477 ] Request connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:38:02,491 ] Connected to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"
[ 2025-04-04 16:38:02,722 ] qrc:/qt/qml/qmlcomponents/qml/outfitdialog/OutfitDialog.qml:512:3: QML ColumnLayout: Layout polish loop detected for QQuickColumnLayout(0x1d3e80c72f0, parent=0x1d3cc5c8df0, geometry=0,0 724x470). Aborting after two iterations.
[ 2025-04-04 16:40:10,316 ] Retrying to obtain clipboard.
[ 2025-04-04 16:42:20,225 ] Retrying to obtain clipboard.
[ 2025-04-04 16:44:58,062 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:44:58,075 ] Connection to gameserver  "tcp://26.175.21.144:7172" "VastoBR Otserver"  was disconnected ( "The remote host closed the connection" )
[ 2025-04-04 16:44:58,106 ] Disconnected from gameserver
[ 2025-04-04 16:44:58,125 ] Disconnected from gameserver
[ 2025-04-04 16:45:01,841 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:45:02,264 ] Didn't send news query with params (HighPotential: true Returner: true MaxKnownEditDate: 0 ) (URL: QUrl("http://26.175.21.144/login.php") ) due to too many retries.
[ 2025-04-04 16:45:02,306 ] Request connection to gameserver  "tcp://26.175.21.144:7172"  (unprotected:  "tcp://26.175.21.144:7172" )  requested (Charakter "Vastobr" )
